This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=551743&from=1662750828000
flat_modules is the only option now for updated Alvis nodes. You can remove this function call.
  0%|          | 0/23 [00:00<?, ?it/s]
epoch 372 iter 21: train loss 0.80476. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.50it/s]
epoch 372 iter 21: train loss 0.80476. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.53it/s]
epoch 372 iter 22: train loss 0.82245. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.53it/s]
epoch 372 iter 22: train loss 0.82245. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.55it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 373 iter 0: train loss 0.78451. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 373 iter 1: train loss 0.78147. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 373 iter 1: train loss 0.78147. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.47it/s]
epoch 373 iter 2: train loss 0.80654. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.47it/s]
epoch 373 iter 3: train loss 0.81327. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.47it/s]
epoch 373 iter 3: train loss 0.81327. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 373 iter 4: train loss 0.76865. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 373 iter 5: train loss 0.81491. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 373 iter 5: train loss 0.81491. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.55it/s]
epoch 373 iter 6: train loss 0.77784. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.55it/s]
epoch 373 iter 7: train loss 0.77442. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.55it/s]
epoch 373 iter 7: train loss 0.77442. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 373 iter 8: train loss 0.80039. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 373 iter 9: train loss 0.84115. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 373 iter 9: train loss 0.84115. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.48it/s]
epoch 373 iter 10: train loss 0.84013. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.48it/s]
epoch 373 iter 11: train loss 0.78629. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.48it/s]
epoch 373 iter 11: train loss 0.78629. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.50it/s]
epoch 373 iter 12: train loss 0.81331. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.50it/s]
epoch 373 iter 13: train loss 0.82235. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.50it/s]
epoch 373 iter 13: train loss 0.82235. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.48it/s]
epoch 373 iter 14: train loss 0.78153. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.48it/s]
epoch 373 iter 15: train loss 0.80299. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.48it/s]
epoch 373 iter 15: train loss 0.80299. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.50it/s]
epoch 373 iter 16: train loss 0.83992. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.50it/s]
epoch 373 iter 17: train loss 0.81410. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.50it/s]
epoch 373 iter 17: train loss 0.81410. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 373 iter 18: train loss 0.77518. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 373 iter 19: train loss 0.79581. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 373 iter 19: train loss 0.79581. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 373 iter 20: train loss 0.82551. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 373 iter 21: train loss 0.82936. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 373 iter 21: train loss 0.82936. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 373 iter 22: train loss 0.77650. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 373 iter 22: train loss 0.77650. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.57it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 374 iter 0: train loss 0.81501. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 374 iter 1: train loss 0.76803. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 374 iter 1: train loss 0.76803. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
epoch 374 iter 2: train loss 0.77259. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
epoch 374 iter 3: train loss 0.80998. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
epoch 374 iter 3: train loss 0.80998. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.62it/s]
epoch 374 iter 4: train loss 0.81983. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.62it/s]
epoch 374 iter 5: train loss 0.81976. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.62it/s]
epoch 374 iter 5: train loss 0.81976. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.55it/s]
epoch 374 iter 6: train loss 0.81449. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.55it/s]
epoch 374 iter 7: train loss 0.82240. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.55it/s]
epoch 374 iter 7: train loss 0.82240. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 374 iter 8: train loss 0.77657. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 374 iter 9: train loss 0.83266. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 374 iter 9: train loss 0.83266. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.55it/s]
epoch 374 iter 10: train loss 0.77510. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.55it/s]
epoch 374 iter 11: train loss 0.78999. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.55it/s]
epoch 374 iter 11: train loss 0.78999. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 374 iter 12: train loss 0.82594. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 374 iter 13: train loss 0.83527. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 374 iter 13: train loss 0.83527. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.55it/s]
epoch 374 iter 14: train loss 0.77433. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.55it/s]
epoch 374 iter 15: train loss 0.80238. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.55it/s]
epoch 374 iter 15: train loss 0.80238. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 374 iter 16: train loss 0.76880. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 374 iter 17: train loss 0.80197. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 374 iter 17: train loss 0.80197. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 374 iter 18: train loss 0.78522. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 374 iter 19: train loss 0.75319. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 374 iter 19: train loss 0.75319. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 374 iter 20: train loss 0.81368. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 374 iter 21: train loss 0.80298. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 374 iter 21: train loss 0.80298. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.56it/s]
epoch 374 iter 22: train loss 0.78232. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.56it/s]
epoch 374 iter 22: train loss 0.78232. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.59it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 375 iter 0: train loss 0.77878. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 375 iter 1: train loss 0.81056. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 375 iter 1: train loss 0.81056. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.48it/s]
epoch 375 iter 2: train loss 0.77136. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.48it/s]
epoch 375 iter 3: train loss 0.79304. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.48it/s]
epoch 375 iter 3: train loss 0.79304. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.53it/s]
epoch 375 iter 4: train loss 0.82684. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.53it/s]
epoch 375 iter 5: train loss 0.80508. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.53it/s]
epoch 375 iter 5: train loss 0.80508. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.48it/s]
epoch 375 iter 6: train loss 0.78085. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.48it/s]
epoch 375 iter 7: train loss 0.82499. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.48it/s]
epoch 375 iter 7: train loss 0.82499. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 375 iter 8: train loss 0.76380. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 375 iter 9: train loss 0.79723. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 375 iter 9: train loss 0.79723. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.54it/s]
epoch 375 iter 10: train loss 0.80294. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.54it/s]
epoch 375 iter 11: train loss 0.81490. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.54it/s]
epoch 375 iter 11: train loss 0.81490. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 375 iter 12: train loss 0.78087. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 375 iter 13: train loss 0.80570. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 375 iter 13: train loss 0.80570. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.56it/s]
epoch 375 iter 14: train loss 0.77701. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.56it/s]
epoch 375 iter 15: train loss 0.76142. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.56it/s]
epoch 375 iter 15: train loss 0.76142. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 375 iter 16: train loss 0.76929. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 375 iter 17: train loss 0.77070. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 375 iter 17: train loss 0.77070. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.60it/s]
epoch 375 iter 18: train loss 0.74223. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.60it/s]
epoch 375 iter 19: train loss 0.76568. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.60it/s]
epoch 375 iter 19: train loss 0.76568. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.60it/s]
epoch 375 iter 20: train loss 0.83734. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.60it/s]
epoch 375 iter 21: train loss 0.81055. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.60it/s]
epoch 375 iter 21: train loss 0.81055. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.59it/s]
epoch 375 iter 22: train loss 0.76919. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.59it/s]
epoch 375 iter 22: train loss 0.76919. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.60it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 376 iter 0: train loss 0.78702. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 376 iter 1: train loss 0.80907. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 376 iter 1: train loss 0.80907. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 376 iter 2: train loss 0.80403. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 376 iter 3: train loss 0.81425. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 376 iter 3: train loss 0.81425. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 376 iter 4: train loss 0.80370. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 376 iter 5: train loss 0.79190. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 376 iter 5: train loss 0.79190. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.46it/s]
epoch 376 iter 6: train loss 0.79463. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.46it/s]
epoch 376 iter 7: train loss 0.83564. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.46it/s]
epoch 376 iter 7: train loss 0.83564. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.50it/s]
epoch 376 iter 8: train loss 0.80569. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.50it/s]
epoch 376 iter 9: train loss 0.80385. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.50it/s]
epoch 376 iter 9: train loss 0.80385. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.45it/s]
epoch 376 iter 10: train loss 0.76536. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.45it/s]
epoch 376 iter 11: train loss 0.75294. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.45it/s]
epoch 376 iter 11: train loss 0.75294. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.46it/s]
epoch 376 iter 12: train loss 0.79922. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.46it/s]
epoch 376 iter 13: train loss 0.78558. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.46it/s]
epoch 376 iter 13: train loss 0.78558. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.52it/s]
epoch 376 iter 14: train loss 0.78301. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.52it/s]
epoch 376 iter 15: train loss 0.81594. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.52it/s]
epoch 376 iter 15: train loss 0.81594. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 376 iter 16: train loss 0.78684. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 376 iter 17: train loss 0.83146. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 376 iter 17: train loss 0.83146. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.52it/s]
epoch 376 iter 18: train loss 0.80461. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.52it/s]
epoch 376 iter 19: train loss 0.80798. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.52it/s]
epoch 376 iter 19: train loss 0.80798. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.51it/s]
epoch 376 iter 20: train loss 0.82444. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.51it/s]
epoch 376 iter 21: train loss 0.80351. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.51it/s]
epoch 376 iter 21: train loss 0.80351. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 376 iter 22: train loss 0.79018. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 376 iter 22: train loss 0.79018. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.55it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 377 iter 0: train loss 0.80316. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 377 iter 1: train loss 0.80863. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 377 iter 1: train loss 0.80863. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 377 iter 2: train loss 0.79857. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 377 iter 3: train loss 0.79785. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 377 iter 3: train loss 0.79785. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.49it/s]
epoch 377 iter 4: train loss 0.83529. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.49it/s]
epoch 377 iter 5: train loss 0.78664. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.49it/s]
epoch 377 iter 5: train loss 0.78664. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.54it/s]
epoch 377 iter 6: train loss 0.81050. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.54it/s]
epoch 377 iter 7: train loss 0.83742. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.54it/s]
epoch 377 iter 7: train loss 0.83742. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 377 iter 8: train loss 0.81834. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 377 iter 9: train loss 0.84290. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 377 iter 9: train loss 0.84290. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.53it/s]
epoch 377 iter 10: train loss 0.79054. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.53it/s]
epoch 377 iter 11: train loss 0.81084. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.53it/s]
epoch 377 iter 11: train loss 0.81084. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 377 iter 12: train loss 0.82724. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 377 iter 13: train loss 0.82718. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 377 iter 13: train loss 0.82718. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.56it/s]
epoch 377 iter 14: train loss 0.81337. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.56it/s]
epoch 377 iter 15: train loss 0.79271. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.56it/s]
epoch 377 iter 15: train loss 0.79271. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 377 iter 16: train loss 0.80113. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 377 iter 17: train loss 0.81376. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 377 iter 17: train loss 0.81376. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 377 iter 18: train loss 0.78318. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 377 iter 19: train loss 0.81823. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 377 iter 19: train loss 0.81823. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 377 iter 20: train loss 0.84294. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 377 iter 21: train loss 0.79702. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 377 iter 21: train loss 0.79702. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.56it/s]
epoch 377 iter 22: train loss 0.78041. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.56it/s]
epoch 377 iter 22: train loss 0.78041. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.59it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 378 iter 0: train loss 0.78576. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 378 iter 1: train loss 0.79898. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 378 iter 1: train loss 0.79898. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.39it/s]
epoch 378 iter 2: train loss 0.81660. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.39it/s]
epoch 378 iter 3: train loss 0.80493. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.39it/s]
epoch 378 iter 3: train loss 0.80493. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.45it/s]
epoch 378 iter 4: train loss 0.84458. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.45it/s]
epoch 378 iter 5: train loss 0.79237. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.45it/s]
epoch 378 iter 5: train loss 0.79237. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.49it/s]
epoch 378 iter 6: train loss 0.80323. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.49it/s]
epoch 378 iter 7: train loss 0.81810. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.49it/s]
epoch 378 iter 7: train loss 0.81810. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 378 iter 8: train loss 0.82750. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 378 iter 9: train loss 0.81850. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 378 iter 9: train loss 0.81850. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 378 iter 10: train loss 0.80362. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 378 iter 11: train loss 0.77507. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 378 iter 11: train loss 0.77507. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 378 iter 12: train loss 0.78987. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 378 iter 13: train loss 0.80134. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 378 iter 13: train loss 0.80134. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.54it/s]
epoch 378 iter 14: train loss 0.79428. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.54it/s]
epoch 378 iter 15: train loss 0.80104. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.54it/s]
epoch 378 iter 15: train loss 0.80104. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 16: train loss 0.78431. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 17: train loss 0.81270. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 17: train loss 0.81270. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 18: train loss 0.78425. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 19: train loss 0.80282. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 19: train loss 0.80282. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 20: train loss 0.82178. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 21: train loss 0.82962. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 378 iter 21: train loss 0.82962. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 378 iter 22: train loss 0.79293. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 378 iter 22: train loss 0.79293. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.57it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 379 iter 0: train loss 0.78353. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 379 iter 1: train loss 0.76402. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 379 iter 1: train loss 0.76402. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.55it/s]
epoch 379 iter 2: train loss 0.80962. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.55it/s]
